SYMBOL,NAME OF COMPANY
ELCIDIN,ELCID INVESTMENTS LTD.
HEALINV,HEALTHY INVESTMENTS LTD.
SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$
SHRENTI,SHREENATH INVESTMENTS CO.LTD.
BANSWRAS,BANSWARA SYNTEX LTD.-$
MODWOOL,MODELLA WOOLLENS LTD.
MODIPON,MODIPON LTD.
SHRIDINE,SHRI DINESH MILLS LTD.-$
SRF,SRF LTD.
SIYSIL,SIYARAM SILK MILLS LTD.-$
SWADPOL,SWADESHI POLYTEX LTD.
SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$
SHRMFGC,SHREE MANUFACTURING CO.LTD.
ZSATYASL,SATYAM SILK MILLS LTD.
BBL,BHARAT BIJLEE LTD.-$
ELPROINTL,ELPRO INTERNATIONAL LTD.
EMCO,EMCO LTD.-$
GEE,GEE LTD.
HIRECT,HIND RECTIFIERS LTD.
NIPPOBATRY,INDO-NATIONAL LTD.
ZENSARTECH,ZENSAR TECHNOLOGIES LTD.
JYOTI,JYOTI LTD.-$
JSLINDL,JSL INDUSTRIES LTD.
KAYCEEI,KAYCEE INDUSTRIES LTD.
INDOKEM,INDOKEM LTD.
PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$
NELCO,NELCO LTD.
PERMAGN,PERMANENT MAGNETS LTD.-$
HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.
STDBAT,STANDARD BATTERIES LTD.
UNIVCABLES,UNIVERSAL CABLES LTD.
WSIND,W.S.INDUSTRIES (INDIA) LTD.-$
DLTNCBL,DELTON CABLES LTD.
LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.
MODULEX,Modulex Construction Technologies Ltd
DELTAMAGNT,Delta Manufacturing Ltd
PAZEL,Pazel International Ltd
CONFINT,Confidence Finance And Trading Limited
RELTD,Ravindra Energy Ltd
GDTRAGN,G.D.TRADING & AGENCIES LTD.
ZMULTIPU,MULTIPURPOSE TRADING & AGENCIES LTD.
RIDHISYN,RIDHI SYNTHETICS LTD.
SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.
NYSSACORP,Nyssa Corporation Limited
FLOMIC,Flomic Global Logistics Ltd
KRISHNA,Krishna Ventures Limited
GANHOLD,GANESH HOLDINGS LTD.
SJCORP,SJ CORPORATION LTD.
UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.
SARDAEN,SARDA ENERGY & MINERALS LTD.-$
BGWTATO,BHAGWATI AUTOCAST LTD.
BOMBWIR,BOMBAY WIRE ROPES LTD.
GALADA,GALADA POWER & TELECOMMUNICATION LTD.
STRIPMT,STEEL STRIPS LTD.
IBRIGST,INDIAN BRIGHT STEEL CO.LTD.
INDIANHUME,INDIAN HUME PIPE CO.LTD.
INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.
INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.
INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.
KAIRA,KAIRA CAN CO.LTD.
ORIENTABRA,ORIENT ABRASIVES LTD.-$
NATIONSTD,NATIONAL STANDARD (INDIA) LTD.
DUNCANENG,Duncan Engineering Ltd-$
SANDUMA,SANDUR MANGANESE & IRON ORES LTD.
STOVACQ,STOVEC INDUSTRIES LTD.
TATAYODOGA,TAYO ROLLS LTD.-$
TINPLATE,TINPLATE COMPANY OF INDIA LTD.
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd
ZWELCAST,WELCAST STEELS LTD.
WMINIMT,WESTERN MINISTIL LTD.
AUTOAXLES,AUTOMOTIVE AXLES LTD.
ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$
SETCO,SETCO AUTOMOTIVE LTD.
SCOOTER,SCOOTERS INDIA LTD.
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.
ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$
SMLISUZU,SML ISUZU LIMITED
TIL,TIL LTD.
EICHERMOT,EICHER MOTORS LTD.
JAINEX,JAINEX AAMCOL LTD.
ALFREDHE,ALFRED HERBERT (INDIA) LTD.
VELJAN,Veljan Denison Limited
DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$
GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.
GMM,GMM PFAUDLER LTD.
KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.
TULIVE,Tulive Developers Limited
KPT,KPT Industries Ltd
LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.
LYNMC,LYNX MACHINERY & COMMERCIALS LTD.
MANUGRAPH,MANUGRAPH INDIA LTD.-$
MIRCH,Mirch Technologies (India) Ltd
NESCO,NESCO LTD.
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.
REVATHI,REVATHI EQUIPMENT LTD.-$
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.
WENDT,WENDT (INDIA) LTD.
SINDUVA,SINDU VALLEY TECHNOLOGIES LTD.
RESPONIND,RESPONSIVE INDUSTRIES LTD.
SHYMINV,SHYAMKAMAL INVESTMENTS LTD.
MAHACORP,MAHARASHTRA CORPORATION LTD.
DOLAT,DOLAT INVESTMENTS LTD.
WESTLIFE,WESTLIFE DEVELOPMENT LTD.
ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.
GOLDCORP,Goldcrest Corporation Limited
ZKOVALIN,KOVALAM INVESTMENT & TRADING CO.LTD.
SVPGLOB,SVP GLOBAL VENTURES LTD.
MULTIIN,MULTIPLUS HOLDINGS LTD.
SKYLMILAR,SKYLINE MILLARS LTD.
BIMETAL,BIMETAL BEARINGS LTD.-$
TAPARIA,TAPARIA TOOLS LTD.
BHARATGEAR,BHARAT GEARS LTD.
BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.
LATIMMETAL,La Tim Metal & Industries Ltd
ELECON,ELECON ENGINEERING CO.LTD.
DECANBRG,DECCAN BEARINGS LTD.
GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$
GAJRA,GAJRA BEVEL GEARS LTD.-$
HIMTEK,Him Teknoforge Ltd
GABRIEL,GABRIEL INDIA LTD.-$
HERCULES,HERCULES HOISTS LTD.
HINDEVER,HINDUSTAN EVEREST TOOLS LTD.
IFBIND,IFB INDUSTRIES LTD.
SINGER,SINGER INDIA LTD.
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.
FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.
JOSTS,JOST'S ENGINEERING CO.LTD.
SCHAEFFLER,Schaeffler India Ltd
RANEHOLDIN,RANE HOLDINGS LTD.
ROLCOEN,ROLCON ENGINEERING CO.LTD.
SNL,SNL BEARINGS LTD.
JAIPAN,JAIPAN INDUSTRIES LTD.
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.
TRF,TRF LTD.-$
WPIL,WPIL LTD.
KENNAMET,KENNAMETAL INDIA LTD.-$
HINDHARD,Hindustan Hardy Ltd
TRITONV,TRITON VALVES LTD.
SUDAI,SUDAL INDUSTRIES LTD.
PRAKASH,PRAKASH INDUSTRIES LTD.
HVL,Hariyana Ventures Ltd
ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.
ARSHIYA,Arshiya Limited
GRINDWELL,GRINDWELL NORTON LTD.-$
LAKPRE,LAKSHMI PRECISION SCREWS LTD.
STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.
GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.
ALNATRD,ALNA TRADING & EXPORTS LTD.
PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd
PARNAXLAB,PARNAX LAB LTD.
INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.
VIVIDHA,VISAGAR POLYTEX LTD.
ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.
TERRAFORM,TERRAFORM MAGNUM LTD.
APIS,APIS INDIA LTD.
ZKHATAUE,KHATAU EXIM LTD.
EMERGENT,Emergent Industrial Solutions Ltd
KANANIIND,KANANI INDUSTRIES LTD.
GCKL,Galaxy Cloud Kitchens Ltd-$
ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.
ASL,Arihant Superstructures Limited
VIKSHEN,VIKSIT ENGINEERING LTD.
BLISSGVS,BLISS GVS PHARMA LTD.
INEOSSTYRO,INEOS Styrolution India Ltd
ALEMBICLTD,ALEMBIC LTD.
AMNPLST,AMINES & PLASTICIZERS LTD.
ANUHPHR,ANUH PHARMA LTD.
MODISNME,MODISON METALS LTD.-$
BAYERCROP,BAYER CROPSCIENCE LTD.
SASHWAT,Sashwat Technocrats Limited
CHEMOPH,CHEMO PHARMA LABORATORIES LTD.
CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.
COROMANDEL,COROMANDEL INTERNATIONAL LTD.
DEEPAKNI,DEEPAK NITRITE LTD.-$
DHARAMSI,DHARAMSI MORARJI CHEMICAL CO.LTD.
FERMENTA,Fermenta Biotech Ltd
GOCLCORP,GOCL Corporation Ltd-$
JAYCH,JAYSHREE CHEMICALS LTD.
JLMORI,J.L.MORISON (INDIA) LTD.
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.
KELENRG,KELTECH ENERGIES LTD.
KEMP,KEMP & COMPANY LTD.
NITTAGELA,NITTA GELATIN INDIA LTD.-$
MPAGI,M.P.AGRO INDUSTRIES LTD.
ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$
PHILIPCARB,PHILLIPS CARBON BLACK LTD.
AMAL,AMAL LTD.
POLYCHEM,POLYCHEM LTD.
PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$
GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.
SADHNANIQ,SADHANA NITROCHEM LTD.
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.
ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.-$
TRANSPEK,TRANSPEK INDUSTRY LTD.-$
UNICHEMLAB,UNICHEM LABORATORIES LTD.
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$
ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$
TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd
ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.
PACL,PUNJAB ALKALIES & CHEMICALS LTD.
TANFACIND,TANFAC INDUSTRIES LTD.-$
GUJPETR,GUJARAT PETROSYNTHESE LTD.
MASCH,MASTER CHEMICALS LTD.
GUJTHEM,GUJARAT THEMIS BIOSYN LTD.
JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.
MAKERSL,MAKERS LABORATORIES LTD.-$
CONTCHM,CONTINENTAL CHEMICALS LTD.
JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.
IGLFXPL-B,INDO GULF INDUSTRIES LTD.
ADVPETR-B,ADVANCE PETROCHEMICALS LTD.
RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD.
BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.
JAGAJITIND,JAGATJIT INDUSTRIES LTD.
KESARENT,KESAR ENTERPRISES LTD.-$
TI,TILAKNAGAR INDUSTRIES LTD.-$
EMERALL,Emerald Leisures Ltd
RAVALSUGAR,RAVALGAON SUGAR FARM LTD.
SAKHTISUG,SAKTHI SUGARS LTD.
WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.
KHODAY,KHODAY INDIA LTD.-$
IFBAGRO,IFB AGRO INDUSTRIES LTD.
DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD.
KFBL,KOTHARI FERMENTATION & BIOCHEM LTD.
CAPRO,CAPROLACTAM CHEMICALS LTD.
GMBREW,G.M.BREWERIES LTD.
RANASUG,RANA SUGARS LTD.
PICCASUG,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.
SDBL,SOM DISTILLERIES & BREWERIES LTD.
CJGEL,C.J.GELATINE PRODUCTS LTD.
AMRITCORP,AMRIT CORP.LTD.-$
ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD.
CORAGRO,COROMANDEL AGRO PRODUCTS & OILS LTD.
FOODSIN,FOODS & INNS LTD.
IVP,IVP LTD.
KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd
OLYOI,OLYMPIC OIL INDUSTRIES LTD.
MLKFOOD,MILKFOOD LTD.
POLSON,POLSON LTD.
SAGRSOY-B,SAGAR SOYA PRODUCTS LTD.
WIPRO,WIPRO LTD.
ORIBEVER,ORIENT BEVERAGES LTD.
DHANUKA,DHANUKA AGRITECH LTD.
TTKHEALTH,TTK HEALTHCARE LTD.-$
TGVSL,TGV Sraac Ltd
LIMECHM,LIME CHEMICALS LTD.
KANPRPLA,KANPUR PLASTIPACK LTD.
TAINWALCHM,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.
KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LTD.
UNTTEMI,UNITED LEASING & INDUSTRIES LTD.
NOL,NATIONAL OXYGEN LTD.
GILLETTE,GILLETTE INDIA LTD.
WIREFABR,WIRES & FABRIKS (SA) LTD.
ANSALHSG,Ansal Housing Ltd-$
MCCHRLS-B,MAC CHARLES (INDIA) LTD.
ADDIND,ADDI INDUSTRIES LTD.-$
PIONRINV,PIONEER INVESTCORP LTD.
ASHNOOR,ASHNOOR TEXTILE MILLS LTD.
UNITECH,UNITECH LTD.
VIPIND,V.I.P.INDUSTRIES LTD.-$
DHRUVES,DHRUV ESTATES LTD.
SCHABLON,SCHABLONA INDIA LTD.
FIBERWEB,FIBERWEB (INDIA) LTD.
LKPFIN,LKP Finance Limited
EASTBUILD,EAST BUILDTECH LTD.
MNPLFIN,MANIPAL FINANCE CORPORATION LTD.
BAJAJST,BAJAJ STEEL INDUSTRIES LTD.
KIDUJA,KIDUJA INDIA LTD.
KEYCORP,KEY CORP LTD.
SHIKHARLETR,SHIKHAR LEASING & TRADING LTD.
GUJHOTE,GUJARAT HOTELS LTD.
RAJATH,Rajath Finance Limited
RASRESOR,RAS RESORTS & APART HOTELS LTD.
PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LTD.
JINDHOT,JINDAL HOTELS LTD.
JPTRLES,JUPITER INDUSTRIES & LEASING LTD.
SIMMOND,SIMMONDS MARSHALL LTD.
BNALTD,B & A LTD.
LEDOTEA,LEDO TEA CO.LTD.
HAWKINCOOK,HAWKINS COOKERS LTD.-$
WARRENTEA,WARREN TEA LTD.-$
COCHMAL,COCHIN MALABAR ESTATES & INDUSTRIES LTD.
BESTEAST,BEST EASTERN HOTELS LTD.
NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.
ISTLTD,IST LTD.
COSMOFILMS,COSMO FILMS LTD.
NEWMKTADV,NEW MARKETS ADVISORY LTD.
APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.
NITINCAST,Nitin Castings Ltd
SMIFS,SMIFS CAPITAL MARKETS LTD.
EVERESTIND,EVEREST INDUSTRIES LTD.
IRONWOOD,Ironwood Education Ltd
MSRINDIA,MSR INDIA LTD.
NORTHPR,NORTHERN PROJECTS LTD.
JOYREALTY,Joy Realty Limited
AYMSYNTEX,AYM Syntex Ltd
PANCARBON,PANASONIC CARBON INDIA CO.LTD.-$
FINKURVE,Finkurve Financial Services Ltd
HBLEAS,HB LEASING & FINANCE CO.LTD.
SHRICON,SHRICON INDUSTRIES LTD.
STRLGUA,STERLING GUARANTY & FINANCE LTD.
SULABEN,SULABH ENGINEERS & SERVICES LTD.
FRONTCAP,Frontier Capital Ltd
NAVNETEDUL*,Navneet Education Limited
KEDIACN,KEDIA CONSTRUCTION CO.LTD.
SATRAPROP,SATRA PROPERTIES (INDIA) LTD.
TRANOCE,TRANSOCEANIC PROPERTIES LTD.
AUSOMENT,AuSom Enterprise Limited
THAKRAL,THAKRAL SERVICES (INDIA) LTD.
RUCHINFRA,RUCHI INFRASTRUCTURE LTD.
VJTFEDU,VJTF EDUSERVICES LTD.
VOLLF,VOLTAIRE LEASING & FINANCE LTD.
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.
ZLEENCON,LEENA CONSULTANCY LTD.
LANCORHOL,LANCOR HOLDINGS LTD.
INDINFO,INDIAN INFOTECH & SOFTWARE LTD.
BANASFN,BANAS FINANCE LTD.
VISAKAIND,VISAKA INDUSTRIES LTD.
HATHWAYB,HATHWAY BHAWANI CABLETEL & DATACOM LTD.
PRESSMN,Pressman Advertising Limited
GUFICBIO,GUFIC BIOSCIENCES LTD.
PHOTON,PHOTON CAPITAL ADVISORS LTD.
OSWALEA,OSWAL LEASING LTD.
GRPLTD,GRP LTD.
INDAG,INDAG RUBBER LTD.-$
MMRUBBR-B,MM RUBBER COMPANY LTD.
PTL,PTL ENTERPRISES LTD.-$
TVSSRICHAK,TVS SRICHAKRA LTD.-$
SEL,Sanathnagar Enterprises Limited
BENARAS,BENARES HOTELS LTD.
BHAGWOX,BHAGWATI OXYGEN LTD.
BOMOXY-B1,Bombay Oxygen Investments Ltd
CRAVATEX,CRAVATEX LTD.
BERGEPAINT,BERGER PAINTS INDIA LTD.
CAPRIHANS,CAPRIHANS INDIA LTD.-$
GRAPHITE,GRAPHITE INDIA LTD.
ITDCEM,ITD CEMENTATION INDIA LTD.
EMPIND,EMPIRE INDUSTRIES LTD.
GRAVISSHO,GRAVISS HOSPITALITY LTD.
GARFIBRES,Garware Technical Fibres Ltd
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.
GOACARBON,GOA CARBON LTD.-$
HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.
HEG,HEG LTD.
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.
ZHINDHSG,HINDUSTAN HOUSING CO.LTD.
HIL,HIL LTD.
INDIANCARD,INDIAN CARD CLOTHING CO.LTD.
INTLCONV,INTERNATIONAL CONVEYORS LTD.
JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.
MODRNSH,MODERN SHARES & STOCKBROKERS LTD.
OSEASPR,OSEASPRE CONSULTANTS LTD.
HUHTAMAKI,Huhtamaki India Ltd
PREMSYN,PREMIER SYNTHETICS LTD.
RJSHAH,R.J.SHAH & CO.LTD.
SHAHCON,SHAH CONSTRUCTION CO.LTD.
SHALPAINTS,SHALIMAR PAINTS LTD.-$
SINNAR,SINNAR BIDI UDYOG LTD.
HINDMILL,HINDOOSTAN MILLS LTD.
ZSOUTGAS,SOUTHERN GAS LTD.
TECHCON,TECHNOJET CONSULTANTS LTD.
SUPREMEIND,SUPREME INDUSTRIES LTD.
THACKER,THACKER & CO.LTD.
TRADWIN,TRADE WINGS LTD.
VSTIND,VST INDUSTRIES LTD.
SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.
MADHUSE,MADHUSUDAN SECURITIES LTD.
YAMNINV,YAMINI INVESTMENTS COMPANY LTD.
PREMCAP,PREMIER CAPITAL SERVICES LTD.
ZMILGFIN,Milgrey Finance & Investments Ltd
JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.
KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.
JUMBFNL,JUMBO FINANCE LTD.
SAKTHIFIN,SAKTHI FINANCE LTD.
WEIZFIN,WEIZMANN FINCORP LTD.
SATINDLTD,SAT INDUSTRIES LTD.-$
TVOLCON,TIVOLI CONSTRUCTION LTD.
SHIVTEX,SHIVA TEXYARN LTD.
VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.
QUADRANT,Quadrant Televentures Limited-$
1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.
KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.
ASYAINFO,Asya Infosoft Limited
WSFIN,WALL STREET FINANCE LTD.
REMITR,REMI SECURITIES LTD.
ANJANIFOODS,Anjani Foods Ltd
RKDAGRRTL,RKD Agri & Retail Ltd
PARSHWANA,PARSHWANATH CORPORATION LTD.
SURYAKR,SURYAKRIPA FINANCE LTD.
MILLENNIUM,Millennium Online Solutions ( India ) Ltd
ICDSLTD,ICDS LTD.
CANFINHOME,CAN FIN HOMES LTD.
MUNCAPM,MUNOTH CAPITAL MARKET LTD.
IVC,IL&FS INVESTMENT MANAGERS LTD.
SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd
SAGARSYST,SAGAR SYSTECH LTD.
IDINFO,ID Info Business Services Ltd
VLSFINANCE,VLS FINANCE LTD.
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.
ADMANUM,AD-MANUM FINANCE LTD.
MEGLON,MEGLON INFRA-REAL (INDIA) LTD.
MEHIF,MEHTA INTEGRATED FINANCE LTD.
INTRGLB,INTER GLOBE FINANCE LTD.
MCLTD,Munoth Communication Ltd
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
CREST,CREST VENTURES LIMITED
VAKRANGEE,Vakrangee Limited-$
GUJCRED,GUJARAT CREDIT CORPORATION LTD.
DHARFIN,DHARANI FINANCE LTD.
ALEXANDER,Alexander Stamps And Coin Ltd
INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.
BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.
CAPITALT,CAPITAL TRUST LTD.
USHAKIRA,USHAKIRAN FINANCE LTD.
VIVOBIOT,VIVO BIO TECH LTD.
VEERHEALTH,Veerhealth Care Limited
PANINDIAC,PAN INDIA CORPORATION LTD.
SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.
NDASEC,NDA SECURITIES LTD.
SUPRATRE,Supra Trends Limited
GSBFIN,GSB FINANCE LTD.
MORARKFI,MORARKA FINANCE LTD.
MONARCH,Monarch Networth Capital Ltd
PROFINC,PRO FIN CAPITAL SERVICES LTD.
TIMESGTY,TIMES GUARANTY LTD.
SODFC,SOM DATT FINANCE CORPORATION LTD.
SAVFI,SAVANI FINANCIALS LTD.
REGTRUS,REGENCY TRUST LTD.
AVONMORE,Avonmore Capital & Management Services Limited
LIBORDFIN,Libord Finance Ltd
PALSOFT,PALSOFT INFOSYSTEMS LTD.
YASHMGM,YASH MANAGEMENT & SATELLITE LTD.
ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.
ISLCONSUL,ISL CONSULTING LTD.
DCMFINSERV,DCM FINANCIAL SERVICES LTD.
IMCAP,IM+ Capitals Limited
SAMBHAAV,SAMBHAAV MEDIA LTD.
DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD.
SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.
NETTLINX,NETTLINX LTD.
SCANSTL,Scan Steels Limited
GICHSGFIN,GIC HOUSING FINANCE LTD.
MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.
AJCON,AJCON GLOBAL SERVICES LTD.
CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.
STANCAP,STANDARD CAPITAL MARKETS LTD.
PARSHINV,PARSHARTI INVESTMENT LTD.
CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.
RELICTEC,RELIC TECHNOLOGIES LTD.
NIMBSPROJ,NIMBUS PROJECTS LTD.
ESCORTSFIN,ESCORTS FINANCE LTD.
BALFC,BAID LEASING AND FINANCE CO.LTD.
VIPUL,VIPUL LTD.
KZLFIN,K.Z.LEASING & FINANCE LTD.
TRCFIN,TRC FINANCIAL SERVICES LTD.
USHDI,USHDEV INTERNATIONAL LTD.
MEHSECU,MEHTA SECURITIES LTD.
UGROCAP,Ugro Capital Ltd
SAHLIBHFI,SHALIBHADRA FINANCE LTD.
ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.
SEVENHILL,Seven Hill Industries Limited
UPASAFN,UPASANA FINANCE LTD.
MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.
MASTERTR,MASTER TRUST LTD.
ZNILKENG,NILKANTH ENGINEERING LTD.
AMANITRA,AMANI TRADING & EXPORTS LTD.
TEATIME,TEA TIME LTD.
SOBME,SOBHAGYA MERCHANTILE LTD.
CNIRESLTD,CNI RESEARCH LTD.
ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.
WINROC,WINRO COMMERCIAL (INDIA) LTD.
NDMETAL,N.D.METAL INDUSTRIES LTD.
INERTIAST,INERTIA STEEL LTD.
PHTRADING,PH TRADING LTD.
KAPILCO,KAPIL COTEX LTD.
ASWTR,AASWA TRADING & EXPORTS LTD.
ROYALIND,Royal India Corporation Limited
LUHARUKA,Luharuka Media & Infra Ltd
SHYAM,VENTURA GUARANTY LTD.
ZSANMCOM,SANMITRA COMMERCIAL LTD.
AYOME,AYOKI MERCANTILE LTD.
VISVEN,Vishvprabha Ventures Ltd
MRUTR,MRUGESH TRADING LTD.
DECNGOLD,DECCAN GOLD MINES LTD.
UPL,UPL Limited
ANSHNCO,ANSHUNI COMMERCIALS LTD.
CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.
PUNITCO,PUNIT COMMERCIALS LTD.
TRIPR,TRIOCHEM PRODUCTS LTD.
NIDHGRN,NIDHI GRANITES LTD.
AVIVA,AVIVA INDUSTRIES LTD.
TWIROST,TWIN ROSES TRADES & AGENCIES LTD.
SIGNETIND,Signet Industries Limited
SPECMKT,SPECULAR MARKETING & FINANCING LTD.
TERRAREAL,Terraform Realstate Limited
SECURKLOUD,Securekloud Technologies Ltd
ABANSENT,Abans Enterprises Ltd
CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.
VAMA,VAMA INDUSTRIES LTD.
SUNTECK,SUNTECK REALTY LTD.
BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.
SILVERO,SILVER OAK COMMERCIAL LTD.
CLASELE,CLASSIC ELECTRICALS LTD.
STEPHANOTIS,Stephanotis Finance Ltd
PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.
SPVGLOBAL,SPV Global Trading Ltd
VERITAS,VERITAS (INDIA) LTD.
JAICORPLTD,JAI CORP LTD.
ZNIVITRD,NIVI TRADING LTD.
ASHCAP,ASHIRWAD CAPITAL LTD.
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd
BAJGLOB,BAJAJ GLOBAL LTD.
MMWL,MEDIA MATRIX WORLDWIDE LTD.
TASHIND,TASHI INDIA LTD.
AUTOINT,AUTORIDERS INTERNATIONAL LTD.
NNTL,N2N Technologies Limited
ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.
BHAGYNAGAR,BHAGYANAGAR INDIA LTD.
SHANTAI,Shantai Industries Ltd
ZMANSOON,MANSOON TRADING CO.LTD.
KRL,Kintech Renewables Ltd
MAHSHRE,MAHASHREE TRADING LTD.
CESL,CES Limited
ARAVALIS,ARAVALI SECURITIES & FINANCE LTD.
YASTF,YASH TRADING & FINANCE LTD.
SWORDEDGE,Sword-Edge Commercials Limited
ZSHERAPR,SHERATON PROPERTIES & FINANCE LTD.
MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.
CRESSAN,CRESSANDA SOLUTIONS LTD.
STARTECK,Starteck Finance Ltd
SHARDUL,SHARDUL SECURITIES LTD.
KAPASHI,KAPASHI COMMERCIALS LTD.
BENGALS,BENGAL STEEL INDUSTRIES LTD.
UNIWSEC,UNIWORTH SECURITIES LTD.
MERCTRD,MERCURY TRADE LINKS LTD.
NIRAVCOM,NIRAV COMMERCIALS LTD.
ASUTENT,ASUTOSH ENTERPRISES LTD.
APOLLOFI,APOLLO FINVEST (INDIA) LTD.
ENBETRD,ENBEE TRADE & FINANCE LTD.
GANONPRO,Ganon Products Ltd
DEVITRD,DEVINSU TRADING LTD.
